path,user_prompt,chatGPT_eval
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-400/2972,"topic 1: episode, series, season, viewers, million, said, television, rating, homicide, episodes
topic 2: aircraft, carrier, ship, air, carriers, japanese, naval, american, deck, type
topic 3: operations, training, force, forces, special, support, units, personnel, military, commando
topic 4: cyrus, swift, song, video, week, ending, country, number, hot, performed
topic 5: president, bush, presidential, obama, reagan, united_states, vice, administration, presidency, congress
topic 6: government, minister, parliament, prime, election, cabinet, opposition, council, general, elected
topic 7: white, black, red, blue, color, green, orange, yellow, line, colors
topic 8: french, ships, british, fleet, squadron, ship, battle, captain, line, frigates
topic 9: film, disney, animated, animation, story, studio, released, films, release, characters
topic 10: train, service, trains, cars, system, line, car, metro, units, lines
topic 11: ship, crew, ships, captain, arrived, vessel, port, aboard, sea, boat
topic 12: birds, bird, species, breeding, nest, male, eggs, males, range, brown
topic 13: usher, baby, love, club, yeah, allen, slow, stand, burn, confessions
topic 14: soviet, soviet_union, party, communist, leadership, congress, secretary, chairman, state, economic
topic 15: song, album, single, track, music, number, songs, lyrics, released, written
topic 16: british, hill, militia, men, boston, concord, bridge, fire, lexington, colonial
topic 17: triangle, edge, curve, edges, shape, path, area, sides, set, flow
topic 18: later, life, years, time, family, father, began, year, born, early
topic 19: book, published, books, wrote, author, writing, history, work, chapter, written
topic 20: horses, horse, breed, breeding, arabian, breeds, riding, stud, pony, population",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-400/2972,"topic 1: castle, century, built, tower, bailey, castles, stone, walls, south, probably
topic 2: luke, jim, night, cool, tim, professor, lights, friday, tomorrow, newman
topic 3: painting, art, work, artist, works, paintings, painted, artists, portrait, scene
topic 4: code, computer, data, memory, language, programming, software, system, use, systems
topic 5: road, route, north, intersection, east, state, highway, areas, delaware, lane
topic 6: german, hitler, war, germany, nazi, berlin, holocaust, jews, jewish, world
topic 7: hamilton, wagner, die, requiem, climate, book, change, says, science, species
topic 8: nuclear, physics, research, atomic, bomb, war, laboratory, work, energy, manhattan_project
topic 9: florida, cuba, island, cuban, jamaica, haiti, miami, caribbean, bahamas, havana
topic 10: husband, marriage, woman, married, mary, wedding, wife, couple, mother, divorce
topic 11: operations, training, force, forces, special, support, units, personnel, military, commando
topic 12: language, english, languages, word, words, use, speakers, spoken, written, meaning
topic 13: hurricane, storm, winds, mph, september, tropical, north, moved, turned, produced
topic 14: interchange, freeway, highway, north, lane, lanes, road, construction, interstate, avenue
topic 15: squadron, wing, raaf, air, training, flying, aircraft, squadrons, war, unit
topic 16: line, station, trains, oslo, tunnel, stations, new, built, rail, opened
topic 17: clark, batman, superman, jason, knight, comic, series, halloween, burton, friday
topic 18: isbn, work, published, research, history, study, books, professor, studies, world
topic 19: album, band, recording, track, recorded, songs, released, group, guitar, studio
topic 20: temple, goddess, temples, worship, hindu, monastery, image, sacred, buddhist, known",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-400/2972,"topic 1: brown, labour, leadership, leader, said, scotland, announced, labour_party, scottish, secretary
topic 2: madonna, dance, like, ray, candy, confessions, secret, bow, tell, hollywood
topic 3: company, million, business, companies, year, sold, owned, new, employees, later
topic 4: song, recorded, songs, blues, music, recording, country, jazz, album, guitar
topic 5: bus, freeway, business, downtown, avenue, street, loop, michigan, highway, area
topic 6: king, henry, english, england, lord, sir, earl, james, edward, scotland
topic 7: god, christian, religious, christ, jesus, church, religion, faith, bible, spirit
topic 8: workers, strike, coal, factory, mining, union, labor, miners, mines, gates
topic 9: team, players, season, league, nba, teams, games, sports, game, arena
topic 10: storm, damage, rainfall, state, flooding, florida, inches, winds, reported, caused
topic 11: adam, stargate, episode, tom, ellen, rachel, atlantis, season, daniel, team
topic 12: design, doll, dolls, robot, honey, type, designs, printing, created, gill
topic 13: chicago, city, mayor, illinois, ward, district, booker, community, council, washington
topic 14: dream, green, reality, dreams, patterns, michael, tiles, golden, awake, mathematics
topic 15: federal, law, act, state, government, laws, united_states, program, public, official
topic 16: tropical, hurricane, storm, depression, august, july, september, season, pacific, west
topic 17: rights, government, human, political, authorities, freedom, international, law, arrested, years
topic 18: students, college, university, campus, school, student, president, faculty, class, named
topic 19: company, sandwich, mcdonald, restaurant, new, food, restaurants, menu, chicken, agreement
topic 20: trial, case, murder, court, guilty, evidence, death, prison, charges, sentence",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-20/2972,"topic 1: song, album, music, number, video, single, songs, chart, released, band
topic 2: ship, ships, guns, war, fleet, tons, long, class, british, gun
topic 3: king, french, army, war, battle, son, death, time, military, spanish
topic 4: government, state, president, political, election, party, law, public, campaign, minister
topic 5: book, work, published, world, god, century, time, language, english, use
topic 6: game, games, player, released, series, version, players, characters, release, new
topic 7: film, films, role, production, million, released, story, character, best, time
topic 8: team, game, season, games, second, points, time, year, won, yard
topic 9: episode, series, season, character, episodes, television, time, said, viewers, doctor
topic 10: city, area, water, company, park, river, million, years, land, population
topic 11: match, championship, team, event, title, defeated, wrestling, episode, won, ring
topic 12: station, line, aircraft, system, new, use, design, trains, air, time
topic 13: highway, road, route, north, state, east, south, bridge, west, street
topic 14: building, century, built, castle, church, site, new, buildings, tower, stone
topic 15: race, lap, second, oxford, cambridge, car, time, horse, horses, lead
topic 16: war, british, men, command, forces, general, division, battalion, military, army
topic 17: storm, tropical, hurricane, winds, depression, mph, september, damage, cyclone, system
topic 18: season, runs, game, team, innings, games, series, played, home, second
topic 19: species, found, known, long, white, small, like, large, water, shark
topic 20: later, years, life, family, time, said, year, death, school, born",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-20/2972,"topic 1: city, area, water, company, park, river, million, years, land, population
topic 2: race, lap, second, oxford, cambridge, car, time, horse, horses, lead
topic 3: government, state, president, political, election, party, law, public, campaign, minister
topic 4: season, runs, game, team, innings, games, series, played, home, second
topic 5: king, french, army, war, battle, son, death, time, military, spanish
topic 6: match, championship, team, event, title, defeated, wrestling, episode, won, ring
topic 7: highway, road, route, north, state, east, south, bridge, west, street
topic 8: ship, ships, guns, war, fleet, tons, long, class, british, gun
topic 9: game, games, player, released, series, version, players, characters, release, new
topic 10: station, line, aircraft, system, new, use, design, trains, air, time
topic 11: species, found, known, long, white, small, like, large, water, shark
topic 12: storm, tropical, hurricane, winds, depression, mph, september, damage, cyclone, system
topic 13: film, films, role, production, million, released, story, character, best, time
topic 14: team, game, season, games, second, points, time, year, won, yard
topic 15: later, years, life, family, time, said, year, death, school, born
topic 16: book, work, published, world, god, century, time, language, english, use
topic 17: building, century, built, castle, church, site, new, buildings, tower, stone
topic 18: episode, series, season, character, episodes, television, time, said, viewers, doctor
topic 19: song, album, music, number, video, single, songs, chart, released, band
topic 20: war, british, men, command, forces, general, division, battalion, military, army",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-20/2972,"topic 1: film, films, role, production, million, released, story, character, best, time
topic 2: king, french, army, war, battle, son, death, time, military, spanish
topic 3: team, game, season, games, second, points, time, year, won, yard
topic 4: season, runs, game, team, innings, games, series, played, home, second
topic 5: song, album, music, number, video, single, songs, chart, released, band
topic 6: book, work, published, world, god, century, time, language, english, use
topic 7: station, line, aircraft, system, new, use, design, trains, air, time
topic 8: city, area, water, company, park, river, million, years, land, population
topic 9: highway, road, route, north, state, east, south, bridge, west, street
topic 10: storm, tropical, hurricane, winds, depression, mph, september, damage, cyclone, system
topic 11: war, british, men, command, forces, general, division, battalion, military, army
topic 12: species, found, known, long, white, small, like, large, water, shark
topic 13: building, century, built, castle, church, site, new, buildings, tower, stone
topic 14: later, years, life, family, time, said, year, death, school, born
topic 15: ship, ships, guns, war, fleet, tons, long, class, british, gun
topic 16: race, lap, second, oxford, cambridge, car, time, horse, horses, lead
topic 17: match, championship, team, event, title, defeated, wrestling, episode, won, ring
topic 18: government, state, president, political, election, party, law, public, campaign, minister
topic 19: episode, series, season, character, episodes, television, time, said, viewers, doctor
topic 20: game, games, player, released, series, version, players, characters, release, new",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-20/2972,"topic 1: song, album, music, number, video, single, songs, chart, released, band
topic 2: match, championship, team, event, title, defeated, wrestling, episode, won, ring
topic 3: king, french, army, war, battle, son, death, time, military, spanish
topic 4: season, runs, game, team, innings, games, series, played, home, second
topic 5: film, films, role, production, million, released, story, character, best, time
topic 6: game, games, player, released, series, version, players, characters, release, new
topic 7: species, found, known, long, white, small, like, large, water, shark
topic 8: race, lap, second, oxford, cambridge, car, time, horse, horses, lead
topic 9: later, years, life, family, time, said, year, death, school, born
topic 10: episode, series, season, character, episodes, television, time, said, viewers, doctor
topic 11: storm, tropical, hurricane, winds, depression, mph, september, damage, cyclone, system
topic 12: team, game, season, games, second, points, time, year, won, yard
topic 13: book, work, published, world, god, century, time, language, english, use
topic 14: war, british, men, command, forces, general, division, battalion, military, army
topic 15: highway, road, route, north, state, east, south, bridge, west, street
topic 16: city, area, water, company, park, river, million, years, land, population
topic 17: station, line, aircraft, system, new, use, design, trains, air, time
topic 18: building, century, built, castle, church, site, new, buildings, tower, stone
topic 19: government, state, president, political, election, party, law, public, campaign, minister
topic 20: ship, ships, guns, war, fleet, tons, long, class, british, gun",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-20/2972,"topic 1: city, area, water, company, park, river, million, years, land, population
topic 2: government, state, president, political, election, party, law, public, campaign, minister
topic 3: episode, series, season, character, episodes, television, time, said, viewers, doctor
topic 4: team, game, season, games, second, points, time, year, won, yard
topic 5: highway, road, route, north, state, east, south, bridge, west, street
topic 6: race, lap, second, oxford, cambridge, car, time, horse, horses, lead
topic 7: ship, ships, guns, war, fleet, tons, long, class, british, gun
topic 8: match, championship, team, event, title, defeated, wrestling, episode, won, ring
topic 9: species, found, known, long, white, small, like, large, water, shark
topic 10: station, line, aircraft, system, new, use, design, trains, air, time
topic 11: storm, tropical, hurricane, winds, depression, mph, september, damage, cyclone, system
topic 12: book, work, published, world, god, century, time, language, english, use
topic 13: song, album, music, number, video, single, songs, chart, released, band
topic 14: war, british, men, command, forces, general, division, battalion, military, army
topic 15: film, films, role, production, million, released, story, character, best, time
topic 16: game, games, player, released, series, version, players, characters, release, new
topic 17: king, french, army, war, battle, son, death, time, military, spanish
topic 18: later, years, life, family, time, said, year, death, school, born
topic 19: building, century, built, castle, church, site, new, buildings, tower, stone
topic 20: season, runs, game, team, innings, games, series, played, home, second",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: city, area, building, street, new, located, school, population, state, center
topic 2: episode, season, series, mulder, scully, michael, television, million, viewers, received
topic 3: song, number, video, music, album, single, chart, madonna, track, released
topic 4: government, war, political, military, party, minister, country, german, new, state
topic 5: water, area, river, island, lake, miles, feet, park, land, years
topic 6: police, said, case, death, found, trial, prison, murder, people, later
topic 7: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 8: book, published, work, story, wrote, art, works, books, stories, magazine
topic 9: episode, series, doctor, season, character, time, star, story, trek, set
topic 10: aircraft, design, engine, flight, air, speed, production, system, built, fuel
topic 11: british, french, men, battle, war, army, troops, general, spanish, force
topic 12: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 13: album, band, music, song, songs, released, rock, guitar, track, recording
topic 14: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 15: election, state, president, law, government, campaign, political, governor, party, public
topic 16: station, line, railway, trains, bridge, new, construction, service, train, built
topic 17: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 18: world, won, games, olympics, time, team, final, round, olympic, event
topic 19: ship, ships, guns, war, tons, long, class, german, gun, fleet
topic 20: highway, road, route, north, state, east, south, west, street, interchange",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 2: book, published, work, story, wrote, art, works, books, stories, magazine
topic 3: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 4: station, line, railway, trains, bridge, new, construction, service, train, built
topic 5: species, found, shark, long, breed, small, known, horses, white, large
topic 6: city, area, building, street, new, located, school, population, state, center
topic 7: album, band, music, song, songs, released, rock, guitar, track, recording
topic 8: song, number, video, music, album, single, chart, madonna, track, released
topic 9: team, season, game, points, nba, basketball, games, player, year, career
topic 10: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 11: women, god, church, religious, christian, people, world, life, religion, human
topic 12: world, won, games, olympics, time, team, final, round, olympic, event
topic 13: century, building, castle, built, church, stone, site, tower, wall, buildings
topic 14: war, battalion, division, brigade, regiment, men, infantry, units, german, army
topic 15: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 16: government, war, political, military, party, minister, country, german, new, state
topic 17: highway, road, route, north, state, east, south, west, street, interchange
topic 18: formula, use, system, example, number, form, time, called, different, space
topic 19: ship, ships, guns, war, tons, long, class, german, gun, fleet
topic 20: episode, season, series, mulder, scully, michael, television, million, viewers, received",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: book, published, work, story, wrote, art, works, books, stories, magazine
topic 2: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 3: city, area, building, street, new, located, school, population, state, center
topic 4: team, season, game, points, nba, basketball, games, player, year, career
topic 5: song, number, video, music, album, single, chart, madonna, track, released
topic 6: company, million, new, year, business, announced, market, sold, billion, industry
topic 7: aircraft, design, engine, flight, air, speed, production, system, built, fuel
topic 8: police, said, case, death, found, trial, prison, murder, people, later
topic 9: film, films, role, production, million, released, movie, release, director, cast
topic 10: formula, use, system, example, number, form, time, called, different, space
topic 11: highway, road, route, north, state, east, south, west, street, interchange
topic 12: episode, season, series, mulder, scully, michael, television, million, viewers, received
topic 13: race, lap, second, oxford, car, cambridge, time, lead, place, drivers
topic 14: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 15: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 16: hurricane, storm, damage, winds, mph, florida, september, tropical, rainfall, august
topic 17: years, later, life, family, time, year, born, father, died, career
topic 18: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 19: album, band, music, song, songs, released, rock, guitar, track, recording
topic 20: game, yard, yards, season, football, tech, touchdown, line, team, field",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: police, said, case, death, found, trial, prison, murder, people, later
topic 2: album, band, music, song, songs, released, rock, guitar, track, recording
topic 3: team, season, game, points, nba, basketball, games, player, year, career
topic 4: highway, road, route, north, state, east, south, west, street, interchange
topic 5: years, later, life, family, time, year, born, father, died, career
topic 6: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 7: british, french, men, battle, war, army, troops, general, spanish, force
topic 8: women, god, church, religious, christian, people, world, life, religion, human
topic 9: hurricane, storm, damage, winds, mph, florida, september, tropical, rainfall, august
topic 10: king, son, emperor, army, death, time, royal, died, according, city
topic 11: formula, use, system, example, number, form, time, called, different, space
topic 12: century, building, castle, built, church, stone, site, tower, wall, buildings
topic 13: war, aircraft, squadron, air, training, japanese, wing, flying, operations, june
topic 14: election, state, president, law, government, campaign, political, governor, party, public
topic 15: race, lap, second, oxford, car, cambridge, time, lead, place, drivers
topic 16: company, million, new, year, business, announced, market, sold, billion, industry
topic 17: water, area, river, island, lake, miles, feet, park, land, years
topic 18: episode, series, doctor, season, character, time, star, story, trek, set
topic 19: war, battalion, division, brigade, regiment, men, infantry, units, german, army
topic 20: stage, tour, ride, park, concert, dance, train, coaster, new, roller",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: government, war, political, military, party, minister, country, german, new, state
topic 2: century, building, castle, built, church, stone, site, tower, wall, buildings
topic 3: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 4: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 5: song, number, video, music, album, single, chart, madonna, track, released
topic 6: album, band, music, song, songs, released, rock, guitar, track, recording
topic 7: book, published, work, story, wrote, art, works, books, stories, magazine
topic 8: game, games, player, released, players, series, version, video, release, characters
topic 9: poem, language, english, text, written, poems, words, poetry, word, poet
topic 10: season, game, games, home, runs, league, baseball, team, hit, career
topic 11: episode, season, series, mulder, scully, michael, television, million, viewers, received
topic 12: years, later, life, family, time, year, born, father, died, career
topic 13: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 14: highway, road, route, north, state, east, south, west, street, interchange
topic 15: aircraft, design, engine, flight, air, speed, production, system, built, fuel
topic 16: said, like, character, time, life, love, relationship, later, people, way
topic 17: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 18: station, line, railway, trains, bridge, new, construction, service, train, built
topic 19: world, won, games, olympics, time, team, final, round, olympic, event
topic 20: british, french, men, battle, war, army, troops, general, spanish, force",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: war, german, french, polish, russian, germany, hitler, poland, france, russia
topic 2: film, films, million, released, release, production, movie, director, filming, scene
topic 3: ride, white, park, coaster, train, black, roller, track, riders, hill
topic 4: book, published, work, wrote, writing, books, magazine, history, stories, american
topic 5: episode, mulder, scully, series, season, files, television, man, later, fox
topic 6: ship, ships, british, german, fleet, war, admiral, april, crew, naval
topic 7: poem, work, painting, poems, poetry, text, poet, works, bach, movement
topic 8: species, cap, fruit, brown, stem, found, white, fungus, bodies, genus
topic 9: design, engine, system, speed, production, use, high, designed, power, built
topic 10: company, million, new, business, year, billion, market, sold, management, announced
topic 11: announced, day, media, television, million, held, october, radio, year, people
topic 12: plants, plant, food, use, wine, meat, salt, produced, production, leaves
topic 13: aircraft, air, squadron, wing, flight, flying, fighter, war, pilot, training
topic 14: song, number, video, single, music, chart, album, track, performed, love
topic 15: madonna, carey, tour, gaga, spears, dance, video, like, performance, music
topic 16: horses, horse, breed, dog, white, breeds, animals, dogs, breeding, known
topic 17: women, school, students, children, education, schools, gay, men, college, university
topic 18: church, god, christian, religious, temple, religion, christ, according, jesus, people
topic 19: city, area, population, town, state, located, american, county, land, district
topic 20: released, series, japanese, japan, music, game, soundtrack, original, manga, anime",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: said, time, like, way, people, wrote, day, good, called, man
topic 2: ship, guns, ships, tons, class, long, war, inch, gun, mph
topic 3: language, use, example, world, english, modern, system, different, new, form
topic 4: area, island, water, park, lake, mountain, years, areas, found, species
topic 5: law, court, act, state, rights, singapore, government, case, constitution, public
topic 6: election, president, state, campaign, governor, political, vote, elected, senate, republican
topic 7: station, line, trains, railway, service, train, new, services, stations, construction
topic 8: game, team, season, points, yard, second, nba, yards, football, basketball
topic 9: formula, function, number, space, form, called, line, system, example, point
topic 10: madonna, carey, tour, gaga, spears, dance, video, like, performance, music
topic 11: episode, doctor, series, star, trek, enterprise, time, crew, alien, season
topic 12: poem, work, painting, poems, poetry, text, poet, works, bach, movement
topic 13: horses, horse, breed, dog, white, breeds, animals, dogs, breeding, known
topic 14: century, castle, church, built, stone, south, north, wall, west, england
topic 15: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 16: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 17: city, area, population, town, state, located, american, county, land, district
topic 18: church, god, christian, religious, temple, religion, christ, according, jesus, people
topic 19: highway, road, route, north, state, east, south, west, street, interchange
topic 20: river, water, bridge, feet, creek, miles, dam, watershed, construction, fish",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: highway, road, route, north, state, east, south, west, street, interchange
topic 2: century, castle, church, built, stone, south, north, wall, west, england
topic 3: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 4: species, cap, fruit, brown, stem, found, white, fungus, bodies, genus
topic 5: game, team, season, points, yard, second, nba, yards, football, basketball
topic 6: song, number, video, single, music, chart, album, track, performed, love
topic 7: hurricane, storm, damage, winds, mph, tropical, september, florida, rainfall, august
topic 8: world, games, won, team, olympics, time, round, olympic, event, final
topic 9: game, player, games, players, released, gameplay, version, video, release, new
topic 10: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 11: character, story, characters, series, comic, world, man, plot, clark, dark
topic 12: army, battle, emperor, city, forces, troops, byzantine, persian, war, military
topic 13: government, political, party, minister, support, new, military, members, country, leader
topic 14: ride, white, park, coaster, train, black, roller, track, riders, hill
topic 15: character, relationship, love, later, father, mother, storyline, paul, tells, life
topic 16: said, time, like, way, people, wrote, day, good, called, man
topic 17: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 18: design, engine, system, speed, production, use, high, designed, power, built
topic 19: election, president, state, campaign, governor, political, vote, elected, senate, republican
topic 20: australia, match, runs, test, innings, england, team, cricket, wickets, scored",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: station, line, trains, railway, service, train, new, services, stations, construction
topic 2: highway, road, route, north, state, east, south, west, street, interchange
topic 3: episode, michael, office, series, jim, dwight, glee, season, viewers, pam
topic 4: ship, guns, ships, tons, class, long, war, inch, gun, mph
topic 5: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 6: said, time, like, way, people, wrote, day, good, called, man
topic 7: film, films, million, released, release, production, movie, director, filming, scene
topic 8: australia, match, runs, test, innings, england, team, cricket, wickets, scored
topic 9: madonna, carey, tour, gaga, spears, dance, video, like, performance, music
topic 10: ship, ships, british, german, fleet, war, admiral, april, crew, naval
topic 11: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 12: song, number, video, single, music, chart, album, track, performed, love
topic 13: world, games, won, team, olympics, time, round, olympic, event, final
topic 14: election, president, state, campaign, governor, political, vote, elected, senate, republican
topic 15: company, million, new, business, year, billion, market, sold, management, announced
topic 16: episode, jack, series, season, liz, parker, television, christmas, tracy, simpsons
topic 17: character, story, characters, series, comic, world, man, plot, clark, dark
topic 18: building, built, site, construction, new, street, buildings, house, city, located
topic 19: century, castle, church, built, stone, south, north, wall, west, england
topic 20: area, island, water, park, lake, mountain, years, areas, found, species",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: episode, doctor, series, star, trek, enterprise, time, crew, alien, season
topic 2: law, court, act, state, rights, singapore, government, case, constitution, public
topic 3: species, cap, fruit, brown, stem, found, white, fungus, bodies, genus
topic 4: army, battle, emperor, city, forces, troops, byzantine, persian, war, military
topic 5: song, number, video, single, music, chart, album, track, performed, love
topic 6: building, built, site, construction, new, street, buildings, house, city, located
topic 7: race, lap, car, second, drivers, position, team, points, lead, season
topic 8: company, million, new, business, year, billion, market, sold, management, announced
topic 9: design, engine, system, speed, production, use, high, designed, power, built
topic 10: series, season, episode, episodes, television, second, viewers, cast, character, finale
topic 11: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 12: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 13: highway, road, route, north, state, east, south, west, street, interchange
topic 14: city, area, population, town, state, located, american, county, land, district
topic 15: ship, ships, british, german, fleet, war, admiral, april, crew, naval
topic 16: language, use, example, world, english, modern, system, different, new, form
topic 17: area, island, water, park, lake, mountain, years, areas, found, species
topic 18: film, role, played, play, performance, award, year, actor, appeared, best
topic 19: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 20: police, said, prison, death, murder, found, case, trial, killed, later",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: ships, french, british, fleet, ship, captain, admiral, battle, squadron, naval
topic 2: state, governor, war, virginia, american, massachusetts, president, new_york, white, kentucky
topic 3: character, relationship, love, storyline, paul, later, susan, mercedes, tells, life
topic 4: construction, bridge, project, million, new, tunnel, cost, built, completed, power
topic 5: king, royal, son, england, death, died, henry, english, pope, bishop
topic 6: war, military, general, army, commander, world, command, service, officer, training
topic 7: school, students, education, university, schools, college, year, student, research, president
topic 8: match, championship, team, event, wrestling, title, tag, impact, joe, episode
topic 9: poem, poems, poetry, text, poet, bach, movement, work, time, written
topic 10: president, election, campaign, state, republican, presidential, senate, political, bush, democratic
topic 11: government, political, war, military, state, president, country, people, support, power
topic 12: water, area, river, lake, miles, feet, creek, park, mountain, near
topic 13: episode, mulder, scully, series, season, files, television, man, later, agents
topic 14: species, plants, plant, animals, found, like, body, known, animal, food
topic 15: company, million, business, new, year, sold, market, billion, management, companies
topic 16: album, released, music, release, track, songs, number, jackson, record, albums
topic 17: music, japanese, soundtrack, japan, album, game, released, tracks, series, original
topic 18: episode, glee, parker, christmas, club, south_park, viewers, season, million, rachel
topic 19: song, number, chart, carey, album, beyoncé, songs, single, music, love
topic 20: race, lap, car, second, drivers, team, position, points, lead, season",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: water, pressure, surface, earth, air, high, space, gas, weather, mission
topic 2: war, german, french, polish, germany, russian, hitler, france, poland, russia
topic 3: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 4: army, battle, emperor, city, byzantine, persian, forces, troops, war, greek
topic 5: harrison, album, beatles, song, track, lee, world, guitar, recording, pass
topic 6: character, relationship, love, storyline, paul, later, susan, mercedes, tells, life
topic 7: series, released, characters, story, character, comic, manga, animation, animated, anime
topic 8: company, million, business, new, year, sold, market, billion, management, companies
topic 9: season, game, games, home, runs, league, baseball, team, hit, career
topic 10: johnson, fight, won, taylor, horse, round, year, race, robinson, win
topic 11: war, military, general, army, commander, world, command, service, officer, training
topic 12: game, player, games, released, series, players, version, gameplay, characters, new
topic 13: park, ride, coaster, train, roller, riders, track, hill, feet, opened
topic 14: construction, bridge, project, million, new, tunnel, cost, built, completed, power
topic 15: formula, function, space, number, units, called, system, force, point, example
topic 16: ship, guns, ships, tons, class, long, war, inch, gun, fleet
topic 17: episode, season, series, episodes, television, jack, viewers, character, cast, aired
topic 18: music, japanese, soundtrack, japan, album, game, released, tracks, series, original
topic 19: island, spanish, native, islands, dutch, trade, population, colony, indian, century
topic 20: tournament, final, open, won, match, world, murray, chess, round, lost",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: episode, glee, parker, christmas, club, south_park, viewers, season, million, rachel
topic 2: film, role, award, actor, films, played, best, appeared, year, performance
topic 3: war, military, general, army, commander, world, command, service, officer, training
topic 4: episode, michael, office, jim, dwight, series, pam, andy, season, received
topic 5: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 6: king, royal, son, england, death, died, henry, english, pope, bishop
topic 7: army, battle, emperor, city, byzantine, persian, forces, troops, war, greek
topic 8: announced, media, million, television, day, october, september, march, people, radio
topic 9: species, shark, long, sharks, found, small, females, birds, large, males
topic 10: ship, guns, ships, tons, class, long, war, inch, gun, fleet
topic 11: ships, french, british, fleet, ship, captain, admiral, battle, squadron, naval
topic 12: president, election, campaign, state, republican, presidential, senate, political, bush, democratic
topic 13: game, player, games, released, series, players, version, gameplay, characters, new
topic 14: madonna, tour, gaga, spears, video, performance, cyrus, concert, stage, like
topic 15: match, championship, wwe, raw, team, ring, episode, title, defeated, event
topic 16: music, japanese, soundtrack, japan, album, game, released, tracks, series, original
topic 17: harrison, album, beatles, song, track, lee, world, guitar, recording, pass
topic 18: album, released, music, release, track, songs, number, jackson, record, albums
topic 19: british, men, troops, battle, army, general, forces, fort, french, force
topic 20: company, million, business, new, year, sold, market, billion, management, companies",1
